round_num,start,freeze_end,end,official_end,winner,reason,bomb_plant,bomb_site,CT_team_clan_name,T_team_clan_name,winner_clan_name,CT_team_current_equip_value,T_team_current_equip_value,ct_losing_streak,t_losing_streak,CT_buy_type,T_buy_type,5v4_advantage,demo_file_name
1,1,1267,5426,5746,ct,t_killed,,not_planted,3DMAX,BIG,3DMAX,4400,"4,250",0,0,Pistol,Pistol,t,3dmax-vs-big-m1-ancient.dem
2,5746,13030,17750,18070,ct,bomb_defused,15871,bombsite_b,3DMAX,BIG,3DMAX,21000,"1,800",0,2,Full Buy,Full Eco,ct,3dmax-vs-big-m1-ancient.dem
3,18070,19350,26576,26896,t,bomb_exploded,23952,bombsite_b,3DMAX,BIG,BIG,23050,"24,950",0,3,Full Buy,Full Buy,t,3dmax-vs-big-m1-ancient.dem
4,26896,28176,35451,35771,ct,bomb_defused,34260,bombsite_b,3DMAX,BIG,3DMAX,17900,"27,850",1,1,Semi-Buy,Full Buy,t,3dmax-vs-big-m1-ancient.dem
5,35771,37051,44609,44929,t,ct_killed,43540,bombsite_b,3DMAX,BIG,BIG,27800,"23,000",0,2,Full Buy,Full Buy,ct,3dmax-vs-big-m1-ancient.dem
6,44929,49008,54032,54352,t,ct_killed,52890,bombsite_b,3DMAX,BIG,BIG,2700,"25,200",1,0,Full Eco,Full Buy,t,3dmax-vs-big-m1-ancient.dem
7,54352,61416,66657,66977,t,ct_killed,,not_planted,3DMAX,BIG,BIG,2300,"28,050",2,0,Full Eco,Full Buy,t,3dmax-vs-big-m1-ancient.dem
8,66977,68257,74583,74903,ct,t_killed,,not_planted,3DMAX,BIG,3DMAX,26100,"28,250",3,0,Full Buy,Full Buy,ct,3dmax-vs-big-m1-ancient.dem
9,74903,76183,83405,83725,t,ct_killed,83248,bombsite_b,3DMAX,BIG,BIG,29050,"26,600",1,1,Full Buy,Full Buy,t,3dmax-vs-big-m1-ancient.dem
10,83725,87278,94037,94357,t,ct_killed,92546,bombsite_b,3DMAX,BIG,BIG,5350,"27,250",2,0,Semi-Eco,Full Buy,ct,3dmax-vs-big-m1-ancient.dem
11,94357,95637,99202,99522,ct,t_killed,,not_planted,3DMAX,BIG,3DMAX,25550,"27,250",3,0,Full Buy,Full Buy,t,3dmax-vs-big-m1-ancient.dem
12,99522,100802,103478,104022,ct,t_killed,,not_planted,3DMAX,BIG,3DMAX,29850,"12,650",1,1,Full Buy,Semi-Buy,ct,3dmax-vs-big-m1-ancient.dem
13,104022,119533,126231,126551,ct,t_killed,,not_planted,BIG,3DMAX,BIG,4200,"5,050",1,1,Pistol,Pistol,t,3dmax-vs-big-m1-ancient.dem
14,126551,127831,133317,133637,ct,bomb_defused,131466,bombsite_b,BIG,3DMAX,BIG,19750,"4,300",0,2,Semi-Buy,Full Eco,t,3dmax-vs-big-m1-ancient.dem
15,133637,134917,142277,142597,ct,time_ran_out,,not_planted,BIG,3DMAX,BIG,25150,"23,500",0,3,Full Buy,Full Buy,ct,3dmax-vs-big-m1-ancient.dem
16,142597,143877,147511,147831,t,ct_killed,145524,bombsite_b,BIG,3DMAX,3DMAX,22600,"10,950",0,4,Full Buy,Semi-Buy,ct,3dmax-vs-big-m1-ancient.dem
17,147831,149111,152375,152695,t,ct_killed,,not_planted,BIG,3DMAX,3DMAX,1000,"26,000",1,2,Full Eco,Full Buy,t,3dmax-vs-big-m1-ancient.dem
18,152695,153975,159280,159600,t,bomb_exploded,156656,bombsite_b,BIG,3DMAX,3DMAX,23200,"25,200",2,1,Full Buy,Full Buy,ct,3dmax-vs-big-m1-ancient.dem
19,159600,163340,170117,170437,t,bomb_exploded,167493,bombsite_b,BIG,3DMAX,3DMAX,17800,"25,200",3,0,Semi-Buy,Full Buy,ct,3dmax-vs-big-m1-ancient.dem
20,170437,171717,179638,179958,t,ct_killed,178370,bombsite_b,BIG,3DMAX,3DMAX,28700,"25,900",4,0,Full Buy,Full Buy,ct,3dmax-vs-big-m1-ancient.dem
21,179958,183920,191253,191573,ct,bomb_defused,189619,bombsite_b,BIG,3DMAX,BIG,23450,"24,250",5,0,Full Buy,Full Buy,ct,3dmax-vs-big-m1-ancient.dem
22,191573,192853,199066,199386,ct,bomb_defused,196999,bombsite_b,BIG,3DMAX,BIG,27250,"23,650",3,1,Full Buy,Full Buy,t,3dmax-vs-big-m1-ancient.dem
23,199386,203166,208556,208876,t,bomb_exploded,205932,bombsite_b,BIG,3DMAX,3DMAX,28750,"24,300",2,2,Full Buy,Full Buy,t,3dmax-vs-big-m1-ancient.dem
24,208876,210156,217504,217504,t,ct_killed,215770,bombsite_b,BIG,3DMAX,3DMAX,20650,"28,150",3,0,Full Buy,Full Buy,t,3dmax-vs-big-m1-ancient.dem
1,1,1265,5482,5802,t,ct_killed,2952,bombsite_b,BIG,3DMAX,3DMAX,4150,"4,300",0,0,Pistol,Pistol,t,3dmax-vs-big-m2-inferno.dem
2,5802,7082,14442,14762,ct,time_ran_out,,not_planted,BIG,3DMAX,BIG,10550,"19,550",2,0,Semi-Buy,Semi-Buy,ct,3dmax-vs-big-m2-inferno.dem
3,14762,16042,21557,21877,t,ct_killed,19796,bombsite_b,BIG,3DMAX,3DMAX,21150,"12,250",0,1,Full Buy,Semi-Buy,t,3dmax-vs-big-m2-inferno.dem
4,21877,23157,31496,31816,t,bomb_exploded,28872,bombsite_b,BIG,3DMAX,3DMAX,11200,"21,100",1,0,Semi-Buy,Full Buy,t,3dmax-vs-big-m2-inferno.dem
5,31816,33096,40223,40543,t,bomb_exploded,37599,bombsite_b,BIG,3DMAX,3DMAX,1000,"21,800",2,0,Full Eco,Full Buy,ct,3dmax-vs-big-m2-inferno.dem
6,40543,41823,49183,49503,ct,time_ran_out,,not_planted,BIG,3DMAX,BIG,24450,"27,650",3,0,Full Buy,Full Buy,t,3dmax-vs-big-m2-inferno.dem
7,49503,50783,59764,60084,t,bomb_exploded,57140,bombsite_b,BIG,3DMAX,3DMAX,27000,"26,650",1,1,Full Buy,Full Buy,t,3dmax-vs-big-m2-inferno.dem
8,60084,61364,65234,65554,t,ct_killed,64324,bombsite_b,BIG,3DMAX,3DMAX,26350,"27,650",2,0,Full Buy,Full Buy,ct,3dmax-vs-big-m2-inferno.dem
9,65554,66834,73081,73401,t,ct_killed,70914,bombsite_b,BIG,3DMAX,3DMAX,11600,"26,550",3,0,Semi-Buy,Full Buy,t,3dmax-vs-big-m2-inferno.dem
10,73401,76821,82780,83100,t,ct_killed,80995,bombsite_b,BIG,3DMAX,3DMAX,26400,"27,550",4,0,Full Buy,Full Buy,ct,3dmax-vs-big-m2-inferno.dem
11,83100,84380,91810,92130,ct,bomb_defused,90101,bombsite_b,BIG,3DMAX,BIG,9500,"27,750",5,0,Semi-Eco,Full Buy,t,3dmax-vs-big-m2-inferno.dem
12,92130,95599,100601,101145,t,ct_killed,,not_planted,BIG,3DMAX,3DMAX,29950,"29,050",3,1,Full Buy,Full Buy,ct,3dmax-vs-big-m2-inferno.dem
13,101145,115169,120445,120765,ct,t_killed,,not_planted,3DMAX,BIG,3DMAX,4500,"4,400",1,1,Pistol,Pistol,t,3dmax-vs-big-m2-inferno.dem
14,120765,122045,125085,125405,ct,t_killed,,not_planted,3DMAX,BIG,3DMAX,16100,"10,450",0,2,Semi-Buy,Semi-Buy,t,3dmax-vs-big-m2-inferno.dem
15,125405,126685,128127,128447,ct,t_killed,,not_planted,3DMAX,BIG,3DMAX,20800,"5,350",0,3,Full Buy,Semi-Eco,ct,3dmax-vs-big-m2-inferno.dem
16,128447,129727,135260,135580,t,bomb_exploded,132636,bombsite_b,3DMAX,BIG,BIG,28200,"23,700",0,4,Full Buy,Full Buy,ct,3dmax-vs-big-m2-inferno.dem
17,135580,139531,143469,143789,t,ct_killed,,not_planted,3DMAX,BIG,BIG,26650,"25,500",1,2,Full Buy,Full Buy,t,3dmax-vs-big-m2-inferno.dem
18,143789,145069,148768,149088,t,ct_killed,148501,bombsite_b,3DMAX,BIG,BIG,1000,"27,350",2,1,Full Eco,Full Buy,ct,3dmax-vs-big-m2-inferno.dem
19,149088,150368,154740,154740,ct,t_killed,,not_planted,3DMAX,BIG,3DMAX,24600,"27,450",3,0,Full Buy,Full Buy,ct,3dmax-vs-big-m2-inferno.dem
1,1,1266,4086,4406,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,4150,"4,400",0,0,Pistol,Pistol,t,eternal-fire-vs-3dmax-m1-inferno.dem
2,4406,5686,11013,11333,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,20950,"1,500",0,2,Full Buy,Full Eco,ct,eternal-fire-vs-3dmax-m1-inferno.dem
3,11333,12613,20814,21134,t,bomb_exploded,18190,bombsite_b,Eternal Fire,3DMAX,3DMAX,25400,"22,900",0,3,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m1-inferno.dem
4,21134,22414,30854,31174,t,bomb_exploded,28230,bombsite_b,Eternal Fire,3DMAX,3DMAX,21250,"25,200",1,1,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m1-inferno.dem
5,31174,32454,41629,41949,t,bomb_exploded,39005,bombsite_b,Eternal Fire,3DMAX,3DMAX,5150,"25,400",2,0,Semi-Eco,Full Buy,ct,eternal-fire-vs-3dmax-m1-inferno.dem
6,41949,43229,50002,50322,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,26450,"25,600",3,0,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m1-inferno.dem
7,50322,51602,58239,58559,t,ct_killed,56931,bombsite_b,Eternal Fire,3DMAX,3DMAX,28600,"24,800",1,1,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m1-inferno.dem
8,58559,62954,71339,71659,t,bomb_exploded,68715,bombsite_b,Eternal Fire,3DMAX,3DMAX,9650,"21,950",2,0,Semi-Eco,Full Buy,ct,eternal-fire-vs-3dmax-m1-inferno.dem
9,71659,72939,76903,77223,t,ct_killed,76122,bombsite_b,Eternal Fire,3DMAX,3DMAX,22550,"25,400",3,0,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m1-inferno.dem
10,77223,78503,88271,88591,t,bomb_exploded,85647,bombsite_b,Eternal Fire,3DMAX,3DMAX,12100,"25,500",4,0,Semi-Buy,Full Buy,ct,eternal-fire-vs-3dmax-m1-inferno.dem
11,88591,89871,94903,95223,t,ct_killed,92943,bombsite_b,Eternal Fire,3DMAX,3DMAX,26900,"25,700",5,0,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m1-inferno.dem
12,95223,96503,104378,104922,t,ct_killed,102787,bombsite_b,Eternal Fire,3DMAX,3DMAX,21250,"26,400",6,0,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m1-inferno.dem
13,104922,119733,124614,124934,ct,t_killed,,not_planted,3DMAX,Eternal Fire,3DMAX,5350,"5,650",1,1,Pistol,Pistol,t,eternal-fire-vs-3dmax-m1-inferno.dem
14,124934,126214,133649,133969,ct,bomb_defused,132165,bombsite_b,3DMAX,Eternal Fire,3DMAX,20350,"8,800",0,2,Full Buy,Semi-Eco,t,eternal-fire-vs-3dmax-m1-inferno.dem
15,133969,137852,144546,144866,ct,bomb_defused,143232,bombsite_b,3DMAX,Eternal Fire,3DMAX,25350,"18,050",0,3,Full Buy,Semi-Buy,ct,eternal-fire-vs-3dmax-m1-inferno.dem
16,144866,146146,154801,155121,t,bomb_exploded,152177,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,26750,"20,550",0,4,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m1-inferno.dem
17,155121,156401,158977,158977,ct,t_killed,,not_planted,3DMAX,Eternal Fire,3DMAX,26600,"25,200",1,2,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m1-inferno.dem
1,1,1265,6863,7183,ct,t_killed,,not_planted,3DMAX,Eternal Fire,3DMAX,4200,"4,350",0,0,Pistol,Pistol,t,eternal-fire-vs-3dmax-m2-anubis.dem
2,7183,8463,13366,13686,ct,t_killed,,not_planted,3DMAX,Eternal Fire,3DMAX,22000,"1,000",0,2,Full Buy,Full Eco,ct,eternal-fire-vs-3dmax-m2-anubis.dem
3,13686,14966,20934,21254,t,ct_killed,20412,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,25300,"23,400",0,3,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
4,21254,22534,27776,28096,t,ct_killed,26416,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,2550,"25,500",1,1,Full Eco,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
5,28096,29376,37426,37746,t,bomb_exploded,34802,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,25800,"25,700",2,0,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
6,37746,41975,45901,46221,t,ct_killed,,not_planted,3DMAX,Eternal Fire,Eternal Fire,5750,"28,050",3,0,Semi-Eco,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
7,46221,47501,56079,56399,ct,bomb_defused,54490,bombsite_b,3DMAX,Eternal Fire,3DMAX,26900,"27,650",4,0,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
8,56399,57679,63576,63896,ct,t_killed,,not_planted,3DMAX,Eternal Fire,3DMAX,25900,"27,750",2,1,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
9,63896,65176,71269,71589,t,bomb_exploded,68645,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,28450,"27,450",1,2,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
10,71589,72869,76127,76447,t,ct_killed,,not_planted,3DMAX,Eternal Fire,Eternal Fire,26100,"25,800",2,0,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
11,76447,77727,86498,86818,t,bomb_exploded,83874,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,5050,"26,100",3,0,Semi-Eco,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
12,86818,90571,95020,95564,t,ct_killed,,not_planted,3DMAX,Eternal Fire,Eternal Fire,29450,"28,250",4,0,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
13,95564,110171,112475,112795,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,4000,"4,150",1,1,Pistol,Pistol,t,eternal-fire-vs-3dmax-m2-anubis.dem
14,112795,114075,118244,118564,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,19850,"9,700",0,2,Semi-Buy,Semi-Eco,t,eternal-fire-vs-3dmax-m2-anubis.dem
15,118564,119844,123019,123339,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,24350,"5,750",0,3,Full Buy,Semi-Eco,ct,eternal-fire-vs-3dmax-m2-anubis.dem
16,123339,124619,132272,132592,t,bomb_exploded,129648,bombsite_b,Eternal Fire,3DMAX,3DMAX,28700,"23,000",0,4,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
17,132592,133872,140444,140764,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,29900,"25,300",1,2,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
18,140764,144847,151638,151958,t,ct_killed,150249,bombsite_b,Eternal Fire,3DMAX,3DMAX,30550,"21,700",0,3,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
19,151958,155971,163315,163635,t,ct_killed,162826,bombsite_b,Eternal Fire,3DMAX,3DMAX,6500,"26,850",1,1,Semi-Eco,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
20,163635,164915,172361,172681,t,ct_killed,171145,bombsite_b,Eternal Fire,3DMAX,3DMAX,25100,"22,900",2,0,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
21,172681,173961,177917,178237,t,ct_killed,,not_planted,Eternal Fire,3DMAX,3DMAX,4600,"26,550",3,0,Full Eco,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
22,178237,182281,187918,188238,t,bomb_exploded,185294,bombsite_b,Eternal Fire,3DMAX,3DMAX,24950,"28,250",4,0,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
23,188238,189518,197298,197618,t,bomb_exploded,194674,bombsite_b,Eternal Fire,3DMAX,3DMAX,16250,28250,5,0,Semi-Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
24,197618,198898,207169,207713,t,ct_killed,206226,bombsite_b,Eternal Fire,3DMAX,3DMAX,29800,28750,6,0,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
25,207713,208993,216445,216765,t,bomb_exploded,213821,bombsite_b,Eternal Fire,3DMAX,3DMAX,32350,27350,1,1,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
26,216765,220451,227195,227515,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,30300,28050,2,0,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
27,227515,228795,236152,236696,ct,bomb_defused,234943,bombsite_b,Eternal Fire,3DMAX,Eternal Fire,30750,28850,0,1,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
28,236696,240523,248392,248712,t,ct_killed,247529,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,31050,27350,1,1,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m2-anubis.dem
29,248712,251879,257254,257254,t,ct_killed,256060,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,31450,27550,2,0,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m2-anubis.dem
1,1,1267,5034,5354,ct,t_killed,,not_planted,3DMAX,Eternal Fire,3DMAX,4400,4450,0,0,Pistol,Pistol,t,eternal-fire-vs-3dmax-m3-dust2.dem
2,5354,6634,10011,10331,ct,t_killed,,not_planted,3DMAX,Eternal Fire,3DMAX,20550,1000,0,2,Full Buy,Full Eco,ct,eternal-fire-vs-3dmax-m3-dust2.dem
3,10331,11611,20380,20700,t,bomb_exploded,17756,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,23350,23300,0,3,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m3-dust2.dem
4,20700,21980,30893,31213,ct,bomb_defused,28594,bombsite_b,3DMAX,Eternal Fire,3DMAX,26350,25400,1,1,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m3-dust2.dem
5,31213,32493,39428,39748,t,bomb_exploded,36804,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,27650,24650,0,2,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m3-dust2.dem
6,39748,41028,47711,48031,ct,bomb_defused,45434,bombsite_b,3DMAX,Eternal Fire,3DMAX,21300,27350,1,0,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m3-dust2.dem
7,48031,49311,56897,57217,t,bomb_exploded,54273,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,27250,22850,0,1,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m3-dust2.dem
8,57217,61123,67186,67506,t,bomb_exploded,64562,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,19650,27350,1,0,Semi-Buy,Full Buy,ct,eternal-fire-vs-3dmax-m3-dust2.dem
9,67506,72749,75889,76209,ct,t_killed,,not_planted,3DMAX,Eternal Fire,3DMAX,11550,27450,2,0,Semi-Buy,Full Buy,t,eternal-fire-vs-3dmax-m3-dust2.dem
10,76209,77489,84285,84605,t,ct_killed,82171,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,32100,25850,0,1,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m3-dust2.dem
11,84605,85885,88416,88736,t,ct_killed,,not_planted,3DMAX,Eternal Fire,Eternal Fire,23550,28050,1,0,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m3-dust2.dem
12,88736,90016,97461,98005,t,ct_killed,96090,bombsite_b,3DMAX,Eternal Fire,Eternal Fire,10300,28550,2,0,Semi-Buy,Full Buy,ct,eternal-fire-vs-3dmax-m3-dust2.dem
13,98005,112441,116463,116783,t,ct_killed,115440,bombsite_b,Eternal Fire,3DMAX,3DMAX,4600,5100,1,1,Pistol,Pistol,t,eternal-fire-vs-3dmax-m3-dust2.dem
14,116783,118063,126102,126422,ct,bomb_defused,124281,bombsite_b,Eternal Fire,3DMAX,Eternal Fire,12300,19950,2,0,Semi-Buy,Semi-Buy,t,eternal-fire-vs-3dmax-m3-dust2.dem
15,126422,127702,134585,134905,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,25950,1000,0,1,Full Buy,Full Eco,ct,eternal-fire-vs-3dmax-m3-dust2.dem
16,134905,136185,142436,142756,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,26250,21000,0,2,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m3-dust2.dem
17,142756,144036,152077,152397,ct,bomb_defused,151351,bombsite_b,Eternal Fire,3DMAX,Eternal Fire,28800,2500,0,3,Full Buy,Full Eco,t,eternal-fire-vs-3dmax-m3-dust2.dem
18,152397,155959,162924,163244,t,ct_killed,161133,bombsite_b,Eternal Fire,3DMAX,3DMAX,31350,24900,0,4,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m3-dust2.dem
19,163244,167201,176169,176489,t,bomb_exploded,173545,bombsite_b,Eternal Fire,3DMAX,3DMAX,26400,25500,1,2,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m3-dust2.dem
20,176489,177769,180302,180622,t,ct_killed,,not_planted,Eternal Fire,3DMAX,3DMAX,1300,27650,2,1,Full Eco,Full Buy,ct,eternal-fire-vs-3dmax-m3-dust2.dem
21,180622,181902,187157,187477,t,bomb_exploded,184533,bombsite_b,Eternal Fire,3DMAX,3DMAX,23900,26150,3,0,Full Buy,Full Buy,ct,eternal-fire-vs-3dmax-m3-dust2.dem
22,187477,188757,195507,195827,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,10550,27450,4,0,Semi-Buy,Full Buy,t,eternal-fire-vs-3dmax-m3-dust2.dem
23,195827,197107,203789,203789,ct,t_killed,,not_planted,Eternal Fire,3DMAX,Eternal Fire,28750,21600,2,1,Full Buy,Full Buy,t,eternal-fire-vs-3dmax-m3-dust2.dem
1,1,3190,8103,8423,ct,bomb_defused,6381,bombsite_b,FaZe Clan,Eternal Fire,FaZe Clan,4000,4350,0,0,Pistol,Pistol,t,eternal-fire-vs-faze-m1-anubis.dem
2,8423,9703,15374,15694,t,ct_killed,14386,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,22100,13600,0,2,Full Buy,Semi-Buy,ct,eternal-fire-vs-faze-m1-anubis.dem
3,15694,16974,23766,24086,t,ct_killed,23156,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,7450,21900,1,0,Semi-Eco,Full Buy,t,eternal-fire-vs-faze-m1-anubis.dem
4,24086,25366,28776,29096,t,ct_killed,,not_planted,FaZe Clan,Eternal Fire,Eternal Fire,1200,21600,2,0,Full Eco,Full Buy,t,eternal-fire-vs-faze-m1-anubis.dem
5,29096,30376,36628,36948,t,bomb_exploded,34004,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,23150,28150,3,0,Full Buy,Full Buy,ct,eternal-fire-vs-faze-m1-anubis.dem
6,36948,40590,47063,47383,t,bomb_exploded,44439,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,15700,27350,4,0,Semi-Buy,Full Buy,t,eternal-fire-vs-faze-m1-anubis.dem
7,47383,48663,55604,55924,t,bomb_exploded,52980,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,29200,27850,5,0,Full Buy,Full Buy,t,eternal-fire-vs-faze-m1-anubis.dem
8,55924,59550,67622,67942,t,ct_killed,65445,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,26100,27950,6,0,Full Buy,Full Buy,ct,eternal-fire-vs-faze-m1-anubis.dem
9,67942,69222,74233,74553,t,ct_killed,74106,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,8150,27850,7,0,Semi-Eco,Full Buy,t,eternal-fire-vs-faze-m1-anubis.dem
10,74553,78676,85892,86212,t,ct_killed,83833,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,27800,27350,8,0,Full Buy,Full Buy,ct,eternal-fire-vs-faze-m1-anubis.dem
11,86212,87492,93159,93479,t,ct_killed,92259,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,19050,27850,9,0,Semi-Buy,Full Buy,t,eternal-fire-vs-faze-m1-anubis.dem
12,93479,94759,101486,102030,t,ct_killed,101040,bombsite_b,FaZe Clan,Eternal Fire,Eternal Fire,17950,28350,10,0,Semi-Buy,Full Buy,ct,eternal-fire-vs-faze-m1-anubis.dem
13,102030,116428,120468,120788,t,ct_killed,119356,bombsite_b,Eternal Fire,FaZe Clan,FaZe Clan,4500,4700,1,1,Pistol,Pistol,t,eternal-fire-vs-faze-m1-anubis.dem
14,120788,122068,123996,124316,t,ct_killed,,not_planted,Eternal Fire,FaZe Clan,FaZe Clan,1000,21400,2,0,Full Eco,Full Buy,t,eternal-fire-vs-faze-m1-anubis.dem
15,124316,125596,130430,130750,t,bomb_exploded,127806,bombsite_b,Eternal Fire,FaZe Clan,FaZe Clan,24600,23700,3,0,Full Buy,Full Buy,ct,eternal-fire-vs-faze-m1-anubis.dem
16,130750,132030,137536,137856,ct,t_killed,,not_planted,Eternal Fire,FaZe Clan,Eternal Fire,10950,25700,4,0,Semi-Buy,Full Buy,ct,eternal-fire-vs-faze-m1-anubis.dem
17,137856,139136,147026,147026,ct,bomb_defused,146108,bombsite_b,Eternal Fire,FaZe Clan,Eternal Fire,29450,20350,2,1,Full Buy,Full Buy,t,eternal-fire-vs-faze-m1-anubis.dem
1,1,1267,7125,7445,t,ct_killed,,not_planted,Eternal Fire,FaZe Clan,FaZe Clan,4200,4700,0,0,Pistol,Pistol,t,eternal-fire-vs-faze-m2-nuke.dem
2,7445,8725,13318,13638,ct,bomb_defused,11718,bombsite_b,Eternal Fire,FaZe Clan,Eternal Fire,11300,19250,2,0,Semi-Buy,Semi-Buy,ct,eternal-fire-vs-faze-m2-nuke.dem
3,13638,14918,19251,19571,ct,bomb_defused,18461,bombsite_b,Eternal Fire,FaZe Clan,Eternal Fire,23500,10600,0,1,Full Buy,Semi-Buy,t,eternal-fire-vs-faze-m2-nuke.dem
4,19571,20851,23138,23458,ct,t_killed,,not_planted,Eternal Fire,FaZe Clan,Eternal Fire,27650,7100,0,2,Full Buy,Semi-Eco,t,eternal-fire-vs-faze-m2-nuke.dem
